   0.000000E+00   0.110473E+00
   0.104167E-01   0.923708E-01
   0.208333E-01   0.886512E-01
   0.312500E-01   0.108676E+00
   0.416667E-01   0.133081E+00
   0.520833E-01   0.131637E+00
   0.625000E-01   0.971373E-01
   0.729167E-01   0.560136E-01
   0.833333E-01   0.415798E-01
   0.937500E-01   0.594927E-01
   0.104167E+00   0.837747E-01
   0.114583E+00   0.854063E-01
   0.125000E+00   0.597075E-01
   0.135417E+00   0.250291E-01
   0.145833E+00   0.863583E-03
   0.156250E+00  -0.727154E-02
   0.166667E+00  -0.444880E-02
   0.177083E+00   0.361468E-02
   0.187500E+00   0.135894E-01
   0.197917E+00   0.225807E-01
   0.208333E+00   0.294428E-01
   0.218750E+00   0.379534E-01
   0.229167E+00   0.538242E-01
   0.239583E+00   0.763907E-01
   0.250000E+00   0.963215E-01
   0.260417E+00   0.104606E+00
   0.270833E+00   0.102091E+00
   0.281250E+00   0.966105E-01
   0.291667E+00   0.914936E-01
   0.302083E+00   0.820805E-01
   0.312500E+00   0.663780E-01
   0.322917E+00   0.549219E-01
   0.333333E+00   0.630935E-01
   0.343750E+00   0.916186E-01
   0.354167E+00   0.119414E+00
   0.364583E+00   0.121421E+00
   0.375000E+00   0.944814E-01
   0.385417E+00   0.626824E-01
   0.395833E+00   0.550827E-01
   0.406250E+00   0.787351E-01
   0.416667E+00   0.114069E+00
   0.427083E+00   0.134888E+00
   0.437500E+00   0.130645E+00
   0.447917E+00   0.110224E+00
   0.458333E+00   0.883616E-01
   0.468750E+00   0.720447E-01
   0.479167E+00   0.593307E-01
   0.489583E+00   0.471751E-01
   0.500000E+00   0.369035E-01
   0.510417E+00   0.319692E-01
   0.520833E+00   0.326419E-01
   0.531250E+00   0.345338E-01
   0.541667E+00   0.321800E-01
   0.552083E+00   0.232730E-01
   0.562500E+00   0.955489E-02
   0.572917E+00  -0.543465E-02
   0.583333E+00  -0.188011E-01
   0.593750E+00  -0.290847E-01
   0.604167E+00  -0.357799E-01
   0.614583E+00  -0.386788E-01
   0.625000E+00  -0.375277E-01
   0.635417E+00  -0.322025E-01
   0.645833E+00  -0.236665E-01
